text,sentiment
"Fitch affirms Tata Motors, JLR with 'stable' outlook for both entities",Hold
"IT, Pharma under pressure; Infosys, TCS, Sun Pharma take a hit",Sell
"JSPL, Monnet & NIIT Tech; three stocks that stole the show",Buy
"L&T, BHEL are available at attractive levels: Suresh Mahadevan, UBS Securities",Buy
"Lanco, GVK, GMR could be a buy in long-term: Girish Pai",Buy
"Led by TCS, IT stocks gain over 4 pc on BSE",Buy
"Like Abbott, Ambelic Pharma, but high valuations a concern: Mehraboon Irani",Buy
"Lupin, Sun Pharma good bets in the pharma space: Ambareesh Baliga",Buy
"Lupin, Sun Pharma hit 52-week highs as investors flock to defensives",Buy
"Marico, Nerolac, and Firstsource top picks in small cap: Pankaj Pandey",Buy
"Maruti, UltraTech, Motherson Sumi, and Gati now valued as consumer staples",Buy
"MCX, Banasthali Vidyapith sign MoU to support financial literacy among women",Hold
"MCX, CME Group sign MoU on various cooperation activities, business opportunities",Hold
"Mutual funds buy RIL, HDFC Bank and L&T on recovery hopes",Buy
"Neutral on FMCG space, prefer ITC within the pack: Pankaj Pandey",Buy
"Prefer Bajaj, Titan in the largecap space: Pankaj Pandey, HoR, ICICIdirect.com",Buy
"Prefer Rolta, Infinite Computer Solutions among midcap IT stocks: Prakash Diwan",Buy
Prefer TV Today over Zee in media space: P Phani Sekhar,Buy
Pre-market: Nifty seen opening flat; mid & smallcap stocks in focus,Hold
Pre-market: Nifty seen opening flat; RIL eyed ahead of Q1 results,Hold
"Ranbaxy, Teva settle claims with New York Attorney General; stock rallies",Buy
"Retail, life sciences and financial services are our focus areas: HCL",Hold
"RIL, oil PSUs could contribute to markets inching higher: Deven Choksey",Buy
"Rolling over reforms: Nifty reclaims 8800, Sensex rallies over 250 points",Buy
"SAIL, Sterlite to exit Nifty index; UltraTech, Lupin to move in",Buy
"Saudi Arabia, Egypt fall as US oil hits fresh 6-1/2-year low",Sell
Sensex drops over 100 points from record high; Ranbaxy plunges 20%,Sell
"Sensex rangebound, Nifty near 8150 levels; top 15 stocks in focus",Hold
"Sensex rangebound, Nifty trades around 8950; top ten stocks in focus",Hold
"Sensex surges over 300 points; ICICI, Cairn, Tata Steel, IDFC up",Buy
"Sensex tests 25000, Nifty slips below 7500; top 20 trading bets",Sell
"Sensex tests 27,000, Nifty trading below 8100; top 20 trading ideas",Sell
"Sensex trades near 25,300, Nifty holds 7550; top 15 trading bets",Hold
"Sensex turns rangebound, Nifty tests 8400; top 20 intraday trading ideas",Hold
"Sensex, Nifty hit fresh record high; top ten stocks in focus",Buy
"Sensex, Nifty trading in a range; top 20 intraday trading ideas",Hold
"Sensex@22,339, fresh closing high; Nifty seen at 6,900 in 30 days",Buy
"Seoul shares fall on China PMI, won retreats as dollar rallies",Buy
Seoul shares rise for a 4th day; won reaches 2-week high,Buy
Sun Pharma and Dr. Reddy's are top pharma stocks: Mitesh Thacker,Buy
"United Spirits, Tech Mahindra rally over 2% on NSE index inclusion",Buy
"Very positive on most NBFCs such as M&M Financial, IDFC: Edelweiss",Buy
"Wall Street ends lower, S&P 500 down for third straight day",Sell
"Watch out for ICICI Bank, SBI next week : Technical Trends",Buy
10-year bond yield slips to 8.17% as oil falls further,Buy
Analysts warn investors against small auto and auto ancillary firms,Sell
"Asian markets retreat, oil near 3-month high on Iraq concerns",Buy
"Australia, New Zealand dollars inch ahead with Greek debt talks",Buy
"Australian, NZ dollars drift lower on weak equities, growth worries",Sell
"Before swearing-in, stock markets and rupee swear by Narendra Modi",Sell
"Brent slips below $105, Iraq oil output steady amid conflict",Sell
China yuan slips vs dollar after another weaker midpoint fixed,Sell
"Dollar basks in post-payrolls glow, touches 7-year high vs yen",Buy
Dollar falls to 3-week low vs yen after Fed minutes,Sell
"Dollar firms, hits 7-year high vs yen after U.S. elections",Buy
"Dollar steadies from payrolls wobble, Aussie firmer on house data",Hold
"Dry spell may push up pistachio, almond prices during festivity",Buy
"Euro on defensive after ECB bond buying report, yen soft",Sell
"Euro wobbles on chance of more ECB action, Aussie perkier",Hold
"Gold drops for fourth day on sustained selling, global cues",Sell
Gold falls Rs 135 on global cues; silver ends steady,Sell
"Gold holds below 2-week high on robust dollar, US economy",Buy
"Havells, UltraTech and Apollo Tyres are best bets: Ashwani Gujral",Buy
Hong Kong stocks flat at lunch; Wall Street leads offsetted,Hold
"HUL, ITC should always be part of portfolio: Vivek Mavani",Buy
Nikkei hits 2-month high on China PMI; Dai-ichi Life dives,Buy
"Overweight on IT, Infosys top pick in near-term: Gautam Chhaochharia",Buy
"Adani Ports, Lanco, Punj drop as bidding for projects restricted",Sell
Advise avoidance of both private and PSU banks: Saurabh Mukherjea,Sell
"Asia stocks dip on Dow drop, China data cuts loss",Sell
"Asia stocks stall after Wall Street slips, dollar holds gains",Buy
"Ranbaxy, Wockhardt should be avoided on USFDA issue: Dipan Mehta",Sell
"Bank, auto, energy stocks may push Nifty higher: Mitesh Thacker",Buy
"Banking, autos and IT will lead the rally: Prashasta Seth",Buy
"Banks, IT and FMCG are top rung sectors: Prashasta Seth",Buy
"Bearishness towards yuan, rupee ebbs; rises for other Asian currencies",Buy
"Benchmark, Motilal AMC line up ETFs based on S&P 500",Hold
"Bharat Forge, Bharti Infra may make it to MSCI India",Buy
"Bharti, Idea are out for some more time: CK Narayan",Buy
"Rupee, Sensex future contracts up in May on Dubai exchange",Buy
"Brokerage views on RIL, ITC, Coal India, Wipro, HUL, M&M",Hold
"Brokerage views on Tech Mahindra, Sesa Goa, United Spirits, PFC",Hold
"Brokerages' views on Pidilite, Bosch, Sun Pharma, Nestle India, UPL",Hold
"Brokers' call on  Exide Industries, Bharti Airtel, Reliance Infrastructure",Hold
SE Asia stocks fall on growth concerns; US data eyed,Sell
"SE Asia Stocks-Mixed; weak US data, earnings weigh on region",Hold
"BSE, NSE to remain closed on account of Maharashtra Day",Hold
"BSE, NSE to shift Kingfisher Airlines, Moser-Baer to restricted group",Sell
CERC order slightly negative for NTPC and Power Grid: CLSA,Sell
"Chill on street continues; Sensex slips 93 points, Infosys shines",Buy
"Seoul shares poised to gain for 3rd day, won eases",Buy
"China, India gold demand posts double-digit drop in Q1: WGC",Buy
"Chinese shares reverse gains to end down, rail sector slumps",Sell
"CLSA overweight on financials; ICICI Bank, Axis Bank top picks",Buy
"Sterling hits 2-week low vs dollar, as housing fervour cools",Sell
"Sterling steady vs dollar, hovers near 2-year high against euro",Buy
"Cyient, NIIT Tech performed better than expected: Pankaj Pandey, ICICIdirect.com",Buy
"Despite policy headwinds, should investors buy Infosys, TCS & HCL?",Hold
"Dollar, yen advance as China's lending prompts flight to safety",Buy
"Dow, S&P 500 fall on Fed nervousness; Nasdaq inches up",Buy
"Dow, S&P close at record highs as rate-hike angst abates",Buy
"Essar Oil, Essar Ports crack as promoters deny delisting plans",Sell
Upbeat China PMI boosts Asian stocks; oil firm on Iraq,Buy
"Upbeat China PMI lifts Asia shares and commodities, euro wobbly",Buy
"Expect more downside in the IT, pharma stocks: Sandeep Wagle",Sell
"Valentine Day lifts stocks of Hanung Toys, Archies on BSE",Buy
"FDA nod for drugs crucial for Lupin, Dr Reddys Laboratories",Hold
"Yen rises after Japan PM comments, German data hurts euro",Buy
"Ginger surges on high demand, pepper ends mixed, copra steady",Buy
"Glenmark, Aurobindo should be part of core portfolio: Ajay Bodke",Buy
"Gloomy French data hits European stocks, Iraq keeps oil high",Buy
Go for Glenmark Pharma than Ranbaxy or Wockhardt: Jagannadham Thunuguntla,Buy
"Go short on pepper & jeera: Amar Singh, Angel Broking",Sell
"Hong Kong, China shares slip as Wall Street cools off",Sell
"Hopeful of Tata Motors, Maruti in auto pack: Dimensions Consulting",Buy
"HSBC says Kaveri, PI Industries top picks in agri sector",Buy
"Indonesia, Russia gains push emerging stocks to new 17-month high",Buy
"Irda stops IGE, J&K Bank from subscribing to MetLife issue",Sell
"Italy leads Europe shares higher, France lags in election aftermath",Buy
"Lupin, UltraTech gain; to replace SAIL, Sterlite in NSE index",Buy
Markets on a roll; what JPM and Quantum Advisors say,Hold
"Markets@record high: TCS, HCL lose sheen, down on strong rupee",Buy
"Maruti, Ashok Leyland top picks in auto space: Mayuresh Joshi",Buy
"Metals, mining see renewed activity on bourses after coal reforms",Buy
"MF, HNIs lap up DRL shares on better earnings hope",Buy
Mid and small-cap funds may still have some steam left,Buy
"Midcap, smallcap indices crack over 2% each on the BSE",Buy
Nifty ends on flat note; Maruti tanks post Q3 results,Sell
"Nifty@10,000; Sensex 30,000 in a year: How possible is it?",Hold
"Non-ferrous metals, utility, telecom stocks look exciting:  Jitendra Sriram",Buy
"Offshore yuan strengthens, premium over onshore yuan at 19-month high",Buy
"ONGC, Oil India rise on new subsidy sharing proposal report",Buy
"Overweight on PSU banks, like private banks more: S Naren",Buy
"Overweight on PSU banks, like private banks more: S Naren",Buy
"Prefer ICICI, SBI, IndusInd Bank from long-term perspective: Dipan Mehta",Buy
"Prefer private banking, midcap IT, pharma stocks:  Nitin Raheja",Buy
"Prefer Zee, Den Networks from the media space: Sudip Bandyopadhyay",Buy
Pre-market: Nifty seen opening flat; ITC eyed post Q4 results,Hold
Pre-market: Nifty seen opening flat; RIL eyed ahead of AGM,Hold
"Q3 earnings: Idea Cellular, ONGC, BHEL, Biocon, L&T, Dr Reddy's",Hold
"Rail Budget 2012-13: Railway stocks derail, Texmaco, Titagarh down 5%",Sell
"Rally in IT stocks, RIL drives Sensex to one-month high",Buy
"Rally will be led by cyclicals, rate sensitives: Ashwani Gujral",Buy
"Realty, banking stocks slip over 2% on hawkish RBI stance",Sell
S.Korea shares edge down in directionless trade; won nearly flat,Sell
"SBBJ, SBT, SBM all toe the SBI line: Sharyans Resources",Hold
"SBI, IDBI and other banking stocks rally on CRR cut",Buy
"Sensex in red, Nifty below 7,850; top 20 trading ideas",Sell
"Sensex in red; technology, auto and realty lead the fall",Sell
"Sensex rangebound, Nifty below 7450; top ten stocks in focus",Sell
"Sensex rangebound, Nifty below 7800; top fifteen stocks in focus",Sell
"Sensex rangebound, Nifty holds 6700; Top ten stocks in focus",Hold
"Sensex rangebound, Nifty holds 7300; top ten stocks in focus",Hold
"Sensex rangebound, Nifty reclaims 8100; TCS, Tech Mahindra top gainers",Buy
"Sensex rangebound, Nifty tests 200-DMA; top ten stocks in focus",Hold
"Sensex rangebound, Nifty tests 6150; top ten stocks in focus",Hold
"Sensex rangebound, Nifty tests 7550; top ten stocks in focus",Hold
"Sensex rangebound, Nifty turns choppy; top ten stocks in focus",Sell
"Sensex rangebound; Infosys, Sun Pharma, TCS and DRL top losers",Sell
Sensex starts on a cautious note; ONGC falls nearly 7%,Sell
"Sensex, Nifty hit fresh record high ahead of RBI policy",Buy
"Sensex, Nifty hit record high; top ten stocks in focus",Buy
"SPARC, Sun Pharma slide as USFDA rescinds approval to drug",Sell
"SpiceJet, Jet Airways slip over 2% on ATF price hike",Sell
Sri Lankan rupee falls to near record low; shares weaker,Sell
"Stocks, oil flounder on growth anxiety; China data little help",Sell
"Takata shares sink by a quarter, Mitsubishi says reconsidering inflators",Sell
"Tata, M&M, Hero, TVS, Adani outshine Sensex, Nifty in FY14",Buy
"TCS, Wipro, Infosys top picks among IT stocks: Mehraboon Irani",Buy
Technology shares lead a slump in US stocks; Apple sinks,Sell
"UCO, IOB, Allahabad Bank slump on rise in bad loans",Sell
"Yuan weakens, backs away from gains as dollar appetite returns",Buy
"30-40% upside in ONGC and IOC: Hemang Jani, Sharekhan",Buy
Asian currencies firm; ringgit falls on weak oil demand,Sell
"Asian markets fragile, dollar loses edge on Fed minutes",Sell
"Banking stocks crack; ICICI Bank, PNB down over 3%",Sell
"BPCL, IOC, HPCL pare intraday gains after morning rally",Hold
Brent drops towards $107; strong dollar overshadows global tensions,Buy
"Dollar, equities dip as Asia awaits central bank meetings",Sell
"Dow, S&P 500 end at record highs; transports jump",Buy
"Dow, S&P 500 end slightly lower after Fed minutes",Buy
"Euro shaky on ECB and Greece, dollar keeps edge",Sell
"Euro steadies after selloff, sterling drops after BoE report",Sell
"Euro, stocks slip as Greece set to reject austerity",Sell
"Euro, yen rally as risk aversion intensifies, Aussie sinks",Buy
European shares dip early; Hugo Boss drops after warning,Sell
"European stocks lower on Russia, data; bonds prices up",Sell
"Expect CIL, ONGC, REC to perform, says Jagannadham Thunuguntla",Buy
Gold continues to fall on weak demand; silver rebounds,Buy
"Gold, silver extend gains on jewellers buying, global cues",Buy
"Gold, silver rebound after worst annual retreats since 1981",Buy
"Gold, silver up on increased buying, firm global cues",Buy
"Holcim rejigs India structure; tweaks holding in Ambuja, ACC",Hold
"IOC, HPCL, BPCL gain on hike in fuel price",Buy
"Ipca, Indoco Remedies attractive in pharma space: Sudip Bandyopadhyay",Buy
"Iraq fears hit European shares, German bond yields fall",Buy
"Iraq jitters hit European shares, German bond yields slip",Buy
"Liquor, hotel companies shares rise ahead of festive season",Buy
"Markets rangebound; Nifty near 8,100; top 20 trading ideas",Hold
"MMTC-PAMP gold, silver coins stock sold out on Dhanteras",Buy
"Nifty below 4700; RCom, Tata Power, BPCL, Maruti down",Sell
"Nifty slips in red; capital goods, banks, metals down",Sell
Nikkei advances on weaker yen; investors await earnings season,Buy
"NSE, BSE caution against trade in over 1900 securities",Hold
"Pfizer, Wyeth merger to add more value to stocks",Buy
Positive on Glenmark Pharma and Ipca Laboratories: Avinash Gorakshekar,Buy
"Prefer Mindtree, Geometric among midcap IT stocks: Ambareesh Baliga",Buy
"Pre-market: Nifty seen opening flat; CPI, IIP data eyed",Hold
"Q3 Corporate Earning: State Bank of India, M&M, HCL",Hold
"RSWM, Abhishek Ind better players in textile: Deepak Mohoni",Buy
"S&P 500, Nasdaq break 3-day slide but Dow dips",Buy
"Sadbhav Infra, UFO Moviez get Sebi nod for IPO",Buy
"Sensex ends above 25,500; Hindalco, Maruti among top gainers",Buy
"Sensex hits new record of 22,959.33; Nifty at 6,846",Buy
"Sensex rangebound ahead of Christmas holiday; Nifty50 holds 7,850",Hold
"Sensex rangebound, Nifty directionless; top fifteen stocks in focus",Hold
"Sensex rangebound, Nifty holds 8500 levels; Infosys top loser",Sell
Sensex slips over 100 points; Nifty tests 7900 levels,Sell
"Sensex slips over 200 points, Nifty tests 6,250 levels",Sell
"Sensex turns choppy; ITC, Infosys, ICICI Bank top losers",Sell
"Sensex, Nifty off all-time highs; fall for 2nd week",Sell
"Sensex, Nifty rangebound; here what experts are betting on",Hold
"Sensex, Nifty rangebound; ITC, TCS, Tata Motors top gainers",Buy
"Sensex, Nifty rangebound; Tata Motors, HDFC, ONGC top losers",Sell
Seoul shares pare gains on foreign selling; won eases,Sell
"Soya, sunflower oil prices to rise due to festivals",Buy
"Taiwan stocks fall 1.2 per cent; techs, banks down",Sell
"Tech leads Nasdaq, S&P 500; Disney sparks media selloff",Buy
"TVS, Ashok Leyland, Escorts rally on strong September sales",Buy
"Weaker FTSE underpinned by Burberry, Barratt, AB Foods updates",Sell
"Wheat, rice basmati prices firm up on increased buying",Buy
"Wockhardt, Mastek, SKS Micro in T2T group; stocks down",Sell
"Avoid sugar stocks, go for frontline stocks: Jagannadham Thunuguntla",Buy
"Dhanteras gold, silver sales to surge on lower prices",Buy
Edelweiss maintains 'Hold' on RCom after GTL Infra deal,Hold
"Great fall of China sinks world stocks, dollar tumbles",Sell
"HCC, Nagarjuna Constructions look robust: Anand Tandon, Brics Securities",Buy
"Kotak, Edelweiss best bet among brokerage companies: Mehraboon Irani",Buy
"Nickel, lead prices rise on overseas cues, industrial demand",Buy
"Nippon, Reliance Group launch India funds for Japan investors",Hold
"Now, you can own shares of CCD, InterGlobe Aviation",Hold
Pre-market: Nifty seen opening flat; TCS Q4 results eyed,Hold
PSU banks join party; Bank Nifty hits all-time high,Hold
"Rupee, bonds continue to fall; foreign fund flows key",Sell
Rupee's move to decide Nifty's next direction: Ashwani Gujral,Hold
"S Korea won slips after 3-day gain, shares flat",Sell
"SEB debt restructuring positive for financial, power sectors: Analysts",Buy
"Sebi mulls new norms for changes in Sensex, Nifty",Hold
"Sensex directionless, Nifty holds 7600; top 20 trading ideas",Hold
"US Federal Reserve optimism lifts Asia stocks, dollar struggles",Buy
"Wall Street falls, Dow in negative territory for 2014",Sell
"Wall Street flat, but tech and biotech lift Nasdaq",Buy
Yen firms after Bank of Japan minutes; dollar retreats,Sell
"Yen slips against dollar, euro as risk sentiment improves",Sell
"Yen, euro buoyed by risk aversion as equities retreat",Buy
Adequate stocks drag down mentha oil futures 0.53%,Sell
"Alkem, PathLabs soar in stellar debut on bourses",Buy
"Asia shares stumble, oil skids to 27-month lows",Sell
"Asian stocks dip, euro stuck near one-year lows",Sell
"Australian dollar higher on capex numbers, euro steadies",Buy
Banking and auto sector remain favourites: Mitesh Thacker,Buy
"Banks, realty decline ahead of RBI policy meet",Sell
"BPCL, HPCL good for selling: Devang Visaria, devangvisaria.com",Sell
"Britain's FTSE rallies, buoyed by banks and retail",Buy
"Broader markets, banking stocks gain post GDP numbers",Buy
"Coriander, Jeera prices remain weak on sluggish demand",Sell
"Dealing room buzz: Cipla, M&M, Tata Steel, SBI",Hold
"Dealing room: Infosys, Future Retail, Orient Paper, Cadila",Hold
"Dealing room: Petronet, Just Dial, Godrej Properties, PVR",Hold
"Dealing room: Zee Entertainment; Coal India, Infosys, Glenmark",Hold
"Delta Corp, Peninsula Land under income tax scanner",Sell
Dollar wobbles vs yen as risk appetite declines,Sell
Dow drops 300 points as US stocks plunge,Sell
"Euro slips against dollar, yen in Asian trade",Sell
"Europe stocks steady, euro hostage to ECB decision",Sell
European shares dip; Carlsberg hit by Russia concerns,Sell
European shares steady ahead of ECB; Remy drops,Sell
European stock rally stalls; DAX eyes record high,Buy
Fitch Ratings affirms stable outlook rating to RIL,Buy
"Gold dives on selling by stockists, silver rises",Buy
"Gold extends gains on festive buying, weak rupee",Buy
"Gold extends gains on festive buying, weak rupee",Buy
"Gold, silver up on scattered buying, global cues",Buy
"Goldman sees copper, aluminum sliding amid 'cost deflation'",Sell
"HPCL, BPCL, IOC pare gains after firm start",Sell
"Infy, TCS are good investment stocks: Ashwani Gujral",Buy
"Japan shares lead Asian lower, dollar index droops",Sell
"MCX, FTIL shares gain 3% in early trade",Buy
"Mid-cap, small-cap rally may boost mutual funds inflows",Buy
"No equity segment on MCX, NCDEX bourses immediately",Hold
Overweight on healthcare; Torrent Pharmaceuticals a good bet',Buy
"Palmolein, soyabean oils slide on lower global trend",Sell
"Pharma, cement will continue to perform: IIFL Wealth",Buy
"Poor M&M, Hindalco numbers push Sensex into red",Sell
Prefer Balkrishna Industries among tyre stocks: Deven Choksey,Buy
Prefer BPCL among oil marketing companies: Gaurang Shah,Buy
"Prices of pulses, soyabean dip on improved monsoon",Sell
"Profit-booking hits auto stocks, M&M top Sensex loser",Sell
"Recommend Bosch, WABCO and Bharat Forge: Deven Choksey",Buy
"Robust demand increase the prices of Jeera, Coriander",Buy
"Russia's rouble weaker on Monday, oil outweighs taxes",Sell
"Sensex ends below 21,800; tech, pharma, realty decline",Sell
"Sensex ends flat, above 25000; Nifty holds 7450",Hold
Sensex falls as China slip adds to woes,Sell
"Sensex opens in red; Reliance, ONGC, GAIL down",Sell
"Sensex rangebound; L&T, ICICI Bank, ONGC top losers",Hold
"Sensex turns choppy, Nifty trades near 7950 levels",Sell
"Sensex, Nifty in red on weak Asian cues",Sell
"Shapoorji Pallonji Group, CPPIB enter into strategic alliance",Hold
"Stock Buzz: Persistent Systems, Cadila top investment ideas",Buy
"Turmeric, jeera prices rise as demand picks up",Buy
"Views & recos: Sesa Goa, Pantaloon, Elecon Engineering",Hold
"Wall Street climbs on Procter & Gamble, Microsoft",Buy
"ACC, Ambuja Cement gain on cement price hike",Buy
Bonds retreats on fresh selling; call rates recover,Sell
"Financials, infra, capital goods look exciting: Goldman Sachs",Buy
"Five reasons Sensex, Nifty made fresh highs today",Buy
"FMCG, pharma stocks not defensive bets: Rajesh Jain",Sell
"Forex, stocks rebound as Ukraine concerns less acute",Buy
"Guarseed, gum margins on longs raised to 30%",Buy
"India, Russia lead emerging stocks to 1-month high",Buy
"IT, FMCG, healthcare sector prove their mettle again",Buy
"Pre-market: Nifty seen opening lower; TCS, RIL eyed",Sell
"PSU metal, mining stocks on a downward spiral",Sell
"RIL, Tata Q2 show to give further cues",Hold
Rupee little changed against dollar in early trade,Hold
Russian rouble hits new all-time low vs dollar,Sell
"SBI, HDFC best bets in banking: Deepak Mohoni",Buy
"Sterling, British shares under pressure from Scottish vote",Sell
"TPG Global, Actis India may partially exit AGS",Hold
"Turmeric turns gold, AP farmers snap up cars",Buy
"Venus Fibres, GS Oils put IPOs on hold",Sell
Wall Street little changed but S&P hits record,Buy
"Yen rises in choppy trading, euro on defensive",Buy
"Brokers' call: SpiceJet, Titan, Eicher, Amara Raja",Hold
Brokers' call: Voltas and Cox & Kings,Hold
"Chilli, turmeric prices decline on subdued demand",Sell
"Chilli, turmeric prices rise on fresh buying",Sell
"Chilli, turmeric prices weaken on subdued demand",Sell
"Coriander, red chilli up on stockists buying",Buy
"Cotton, castor seeds returns raise rural aspirations",Buy
"European shares pause for breath, BoI sinks",Sell
"European shares slip after rally, Telefonica tumbles",Sell
"European shares slip, Vodafone drops after results",Sell
FTSE rises; BP leads energy stocks higher,Buy
"Hong Kong shares end flat, Kunlun jumps",Buy
"IOC, BPCL, HPCL slipped on Moody's view",Sell
"Large industrial house sells Gail, IGL holdings",Sell
"Mustard, cottonseed oils strengthen on sustained buying",Buy
"Mustard, sesame oils slide on subdued demand",Sell
"Sensex above 26,000; Nifty reclaims 7800 levels",Buy
"Sensex opens higher; realty, metals, pharma gain",Buy
"Shares, peripheral bonds hit by growth worry",Sell
Synergy with iGate to propel Patni Computer,Buy
"Turmeric, jeera up as demand picks up",Buy
Australia shares close lower on weak commodities,Sell
"Citi bullish on metals, upgrades Tata Steel",Buy
"Euro, sterling buoyant before central bank meetings",Buy
"Europe shares open lower, Glencore halts slide",Sell
"European shares steady, pegged back by Vodafone",Sell
"Gold, silver spike catches traders off guard",Buy
"Groundnut, cottonseed oils fall on subdued demand",Sell
"IESA, TCA sign MoU for make-in-India push",Hold
"Indians prefer gold, mutual funds for investments",Hold
"Infra, manufacturing may get Jaitely thumbs-up: Sharekhan",Buy
"Jeera, chilli move up on tight supply",Buy
"Nickel, zinc strengthen on increased industrial demand",Buy
"Pharma, autos, media companies will do well'",Buy
"Rice, soya pick up on better rains",Buy
"UK FTSE slips back, Hargreaves Lansdown tumbles",Sell
"UPL, Persistent Systems fall after MSCI exclusion",Sell
"Turmeric, jeera decline on subdued demand",Sell
"Yemen Turmoil Boosts Gold, Precious Metals",Buy
"Chilli, coriander fall on sluggish demand",Sell
"Chilli, jeera rise on increased buying",Buy
"Copper, nickel rise on global cues",Buy
"Copper, nickel soften on global cues",Sell
"Copper, nickel strengthen on global cues",Buy
"Copper, nickel up on global cues",Buy
"Coriander, turmeric fall on subdued demand",Sell
"Markets rangebound, Nifty below 8,100 levels",Sell
"Markets rangebound, Nifty reclaims 8,100 levels",Buy
"Nickel, copper fall on global cues",Sell
"Nickel, copper rise on global cues",Sell
"Nickel, copper soften on global cues",Sell
"Nickel, tin slump on global cues",Sell
"Rolls-Royce, Airbus help European shares higher",Buy
"Sensex@25,000; metals, capital goods, power gain",Buy
"TCS, financial stocks drive Sensex higher",Buy
"Textile, auto ancillary undervalued: Prateek Agarwal",Buy
Thoor dal and sugar move up,Buy
"Asian shares sag, dollar steadies",Sell
"Metals, realty weigh Sensex down",Sell
"Brokerspicks: Axis Bank, HDFC",Buy
"Brokerspicks: RIL, Asian Paints",Buy
"Brokerspicks: Yes Bank, L&T",Buy
Nitin Vaidya quits Zee,Hold
Neutral on Zee: Ambareesh Baliga,Hold
Wall Street takes opposite paths,Hold
VLCC files IPO papers with Sebi,Hold
US stocks hold near record levels,Hold
Rajni Razdan chosen new UPSC chief,Hold
Should you bet on tyre stocks?,Hold
Texas Pacific Group's India MD resigns,Hold
Vijay Kelkar joins TCS board,Hold
Sugar closes steady on small buying,Hold
Sugar price steady on scattered buying,Hold
Subbarao hints at forex market intervention,Hold
Stock markets see sector specific performance,Hold
Steel prices steady in flat trade,Hold
Steel remains flat in thin trade,Hold
Sensex ends flat ahead of holiday,Hold
Why Sensex churn matters to investors,Hold
SCORES: Sebi's complaint redressal system,Hold
Exchanges prepared for volatility tomorrow: Sebi,Hold
Sebi approves norms for research analysts,Hold
Sebi finalises norms for research analysts,Hold
Sebi mulls pension fund for employees,Hold
Sebi notifies norms for research analysts,Hold
Sebi revamps secondary market advisory committee,Hold
Sebi to discuss commodity market norms,Hold
Rupee-dollar may move within 44.70-45.20 band,Hold
Religare launches new trading portal,Hold
Reliance Industries earnings: Five key takeaways,Hold
Neutral on Reliance: Kimeng Securities,Hold
Rajesh Exports redeems $150-mn foreign bonds,Hold
Puma India head Rajiv Mehta quits,Hold
Prabhat Dairy to list shares tomorrow,Hold
PNC Infratech IPO to resume tomorrow,Hold
Piramal Enterprises integrates realty finance businesses,Hold
Phaneesh Murthy appointed CEO of Patni,Hold
OPEC vs Shale: The big debate,Hold
Sudhir Vasudeva selected to head ONGC,Hold
Omaxe declares Bonus to public shareholders,Hold
Oilseeds rule stable in listless trade,Hold
$50 oil is already here,Hold
Downside risk to NIIT looks limited,Hold
Credit Suisse trims Nifty earnings estimates,Sell
Nifty to stay stock-specific: Mitesh Thacker,Hold
Nifty witnessing sideways consolidation: Ashwani Gujral,Hold
Support for Nifty expected at 4700,Hold
Networkplays CEO Ampreet Singh quits,Hold
NBHC appoints Vijay Kelkar as chairman,Hold
Vijay Kelkar appointed chairman of NBHC,Hold
Morgan Stanley India head steps down,Hold
MM Auto Industries withdraws IPO application,Hold
Mindtree co-founder Janakiraman Srinivasan quits,Hold
Micromax plans Rs 426-crore IPO,Hold
"Mecklai Financial Report: November 07, 2014",Hold
"Mecklai Financial Report: September 11, 2014",Hold
"Mecklai Financial Report: September 26, 2014",Hold
Madras Stock Exchange to close doors?,Hold
CVC disapproves Vijayan's extension in LIC,Hold
L&T Infotech eyeing stake in NCDEX,Hold
Manisha Girotra joins KPIT Cummins board,Hold
Jyothy Laboratories rejigs top management,Hold
Takeaways from ITC results,Hold
IOC Chairman Butola may get extension,Hold
Infotech Enterprises rebrands itself as Cyient,Hold
Infosys Q3 earnings: Five takeaways,Hold
Deepak Satwalekar retires from Infosys board,Hold
Infosys Q4 FY14 results: 10 takeaways,Hold
Infosys: Headed for better quarterly numbers?,Hold
Hrishikesh Nair appointed as Infopark CEO,Hold
"Nine investment banks to bid for Rs 2,500 crore IndiGo IPO; to be the biggest ever in India's aviation industry",Hold
IndiGo to debut today on bourses,Hold
Are Indian cotton prices a bubble?,Hold
Day trading guide by IIFL,Hold
Initiate trade on IDFC: Mitesh Thacker,Hold
HSBC holds oil at $60,Hold
Hong Kong-Shanghai stock link officially opens,Hold
Hong Kong stocks flat by lunch,Hold
HeidelbergCement India CEO Ashish Guha quits,Hold
Partha Chatterjee becomes Haldia Petrochemicals Chairman,Hold
Gur closes steady in thin trade,Hold
Gur ends flat in thin trade,Hold
Gur settles quiet in thin trade,Hold
Two Senior GMR executives quit,Hold
Mixed trend prevails in foodgrain market,Hold
No change in foodgrain prices,Hold
European stock markets steady at open,Hold
European shares stabilise after Portugal-led rout,Hold
Interim resistance for EUR/USD around $1.3840,Hold
Day trading guide by Edelweiss,Hold
Dollar mixed in Asia trading,Hold
Deutsche MF launches inflation-indexed bond fund,Hold
Benefits of trading in commodity futures,Hold
Mixed trend prevails at commodities market,Hold
Coffee Day to list shares tomorrow,Hold
Anant Goenka promoted as Ceat MD,Hold
Sundeep Bhandari resigns from Cairn India,Hold
FIIs outpace domestic investors in BSE200,Hold
